epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.3003209590911866,2.235853125,18.03,66.2
1,2.186118915753487,1.694009375,40.73,90.2
2,2.041048614184062,1.316365625,57.27,95.41
3,1.940864297365531,1.175240625,63.3,96.73
4,1.8908741648380574,1.10018515625,65.93,96.81
5,1.8298635498071327,0.95551796875,72.67,98.08
6,1.7912863761950761,0.88631484375,75.17,98.61
7,1.7246042655064509,0.82003828125,77.27,98.59
8,1.6993931143711776,0.73856484375,80.97,98.92
9,1.679562501418285,0.76555546875,80.84,98.94
10,1.681169843979371,0.74166171875,82.09,98.92
11,1.6382849265367556,0.72691484375,83.32,99.14
12,1.6452943606254382,0.669567578125,84.49,99.19
13,1.5926057402904217,0.65594296875,84.65,99.2
14,1.622896659679902,0.722675,85.04,99.09
15,1.5574906826019288,0.583812109375,85.75,99.56
16,1.576604364774166,0.561052734375,87.03,99.31
17,1.56961173476317,0.591491796875,87.01,99.4
18,1.5478350998499455,0.58462890625,87.47,99.49
19,1.5410153615169035,0.53314296875,88.95,99.49
20,1.5534761130809784,0.542454296875,89.23,99.6
21,1.5009525143183196,0.545225390625,88.91,99.45
22,1.5246758103370666,0.53234296875,88.88,99.52
23,1.5162610309246258,0.54661953125,89.52,99.54
24,1.518748270242642,0.52526796875,90.32,99.52
25,1.5117450970869797,0.50376484375,90.8,99.56
26,1.4890670077923016,0.508398046875,90.42,99.64
27,1.4743243857836112,0.496584375,90.36,99.64
28,1.4557778042096359,0.45974296875,91.19,99.68
29,1.477763140048736,0.52191796875,89.11,99.55
30,1.488556684897496,0.51173125,91.22,99.65
31,1.454023050192075,0.51420703125,91.45,99.63
32,1.4590911440360241,0.473102734375,91.61,99.69
33,1.4555104384055504,0.47880546875,92.13,99.64
34,1.4451513599126766,0.489209765625,92.16,99.7
35,1.4521924145710774,0.467259375,91.94,99.69
36,1.447354598534413,0.476867578125,92.44,99.66
37,1.4409753078069443,0.48021953125,92.12,99.6
38,1.4198573688666025,0.48649296875,92.36,99.71
39,1.4291585049568079,0.40312265625,92.57,99.75
40,1.401547603118114,0.47274609375,92.6,99.79
41,1.4251070545269893,0.473713671875,93.21,99.74
42,1.3970720751163288,0.4298625,92.97,99.76
43,1.4008613280760935,0.442650390625,92.28,99.71
44,1.3860034198333055,0.45549140625,92.94,99.72
45,1.4204579720130333,0.443596875,92.38,99.66
46,1.4168943848365392,0.42638828125,93.02,99.76
47,1.4003249350266578,0.445341796875,93.29,99.79
48,1.394320968634043,0.50478515625,92.84,99.77
49,1.397476144020374,0.45098671875,93.49,99.73
50,1.3830568238710745,0.417430859375,93.87,99.77
51,1.3764300757493728,0.35959296875,94.22,99.83
52,1.4144776489490118,0.421412109375,93.42,99.78
53,1.3689908753602933,0.4123171875,93.89,99.77
54,1.378786817116615,0.441940234375,93.85,99.77
55,1.3714400266989684,0.430216796875,93.67,99.72
56,1.3545542434239999,0.415494921875,94.05,99.78
57,1.3527738584921911,0.412070703125,93.67,99.76
58,1.3694940171180627,0.397116015625,93.99,99.84
59,1.3705162376929552,0.434761328125,94.11,99.79
60,1.3664963083389479,0.410140625,93.9,99.84
61,1.3731165314332032,0.452359375,93.85,99.73
62,1.3657473892737657,0.400366796875,94.27,99.81
63,1.335034539607855,0.395104296875,93.98,99.79
64,1.3506714933957809,0.37606640625,94.25,99.84
65,1.3509525179862976,0.403075390625,93.78,99.81
66,1.3714007116281068,0.420562890625,94.54,99.83
67,1.34295374246744,0.43949375,93.63,99.84
68,1.3435588838198247,0.38735625,94.61,99.83
69,1.332162947838123,0.365832421875,94.43,99.87
70,1.3375951345150288,0.39592578125,94.5,99.82
71,1.3160846028572475,0.422333203125,94.58,99.86
72,1.3035509853790967,0.364923828125,94.57,99.87
73,1.3203460357128045,0.39334296875,94.51,99.89
74,1.3284885780933575,0.340612109375,94.45,99.77
75,1.329016000796587,0.399630078125,94.55,99.87
76,1.320223045349121,0.371952734375,94.73,99.91
77,1.337883523794321,0.375162109375,94.18,99.81
78,1.3116082289280035,0.3891078125,94.7,99.81
79,1.3206762225199968,0.405558984375,94.85,99.76
80,1.3135783704427573,0.338334375,94.98,99.85
81,1.3147849307610437,0.35692890625,95.03,99.83
82,1.3225422747624227,0.43748671875,94.9,99.88
83,1.299736732091659,0.351812109375,95.41,99.82
84,1.3437072397806706,0.400910546875,95.51,99.87
85,1.2978237589200339,0.38274921875,95.21,99.92
86,1.3046530064864037,0.378710546875,94.87,99.83
87,1.296563936349673,0.35465546875,94.82,99.82
88,1.2817548679999815,0.3507125,94.93,99.88
89,1.3081777199720726,0.3938640625,95.3,99.87
90,1.2852171032856672,0.383124609375,95.27,99.82
91,1.3021538512829023,0.38779375,94.94,99.85
92,1.2772188486197056,0.420928125,95.46,99.84
93,1.3021134475866953,0.39268984375,95.12,99.81
94,1.2882754605550033,0.339177734375,95.21,99.86
95,1.2746288258295793,0.346715625,94.98,99.83
96,1.3040666655088082,0.349895703125,95.25,99.86
97,1.274258313117883,0.330683984375,95.84,99.84
98,1.3004619066531842,0.39448984375,95.58,99.84
99,1.2975256375777415,0.39770625,95.18,99.84
100,1.2816338315988198,0.361213671875,95.48,99.84
101,1.275957452486723,0.3576375,95.6,99.86
102,1.275187200613511,0.37074453125,95.17,99.92
103,1.2688882794135656,0.31836640625,95.24,99.86
104,1.2769374194817664,0.364355078125,95.65,99.92
105,1.2739480967705066,0.336147265625,95.45,99.84
106,1.2775286260323646,0.3431375,95.55,99.9
107,1.259120568403831,0.3406234375,95.47,99.94
108,1.2589964139155851,0.327669921875,95.81,99.89
109,1.2633812555899986,0.36631015625,95.65,99.88
110,1.2677172116744213,0.37049296875,95.47,99.9
111,1.280516922321075,0.306530078125,96.04,99.88
112,1.2700352589289348,0.35781015625,95.38,99.87
113,1.267247226757881,0.3194607421875,95.84,99.9
114,1.2604373187590867,0.330651953125,96.13,99.86
115,1.2315133525775028,0.344440234375,95.58,99.82
116,1.2718771358331045,0.345651171875,95.53,99.92
117,1.242654487108573,0.351660546875,95.88,99.9
118,1.2603658278783163,0.344555078125,96.01,99.87
119,1.2845224825235513,0.36143359375,95.64,99.88
120,1.2694906366177094,0.376464453125,95.68,99.81
121,1.2144310905383184,0.30073125,96.05,99.88
122,1.273116754874205,0.290861328125,96.11,99.89
123,1.2469106891216375,0.305315234375,96.11,99.9
124,1.2407627804157062,0.30388203125,96.04,99.88
125,1.244519552970544,0.29323359375,95.98,99.89
126,1.2638528050520481,0.35788828125,95.99,99.9
127,1.226952638840064,0.3308,95.8,99.83
128,1.2488556569967515,0.366142578125,95.49,99.87
129,1.2019420070525928,0.352412109375,96.01,99.91
130,1.2340299010276794,0.359243359375,96.18,99.92
131,1.255716001834625,0.35930703125,95.96,99.79
132,1.2223533214666904,0.33192421875,96.31,99.9
133,1.2492216736842425,0.31769375,96.16,99.9
134,1.2330934428251707,0.321355859375,96.42,99.87
135,1.213088642175381,0.350777734375,96.02,99.83
136,1.234738769592383,0.351973046875,96.22,99.92
137,1.2210660084699974,0.34313046875,96.0,99.89
138,1.226271593876374,0.370140234375,96.36,99.85
139,1.2326801358125148,0.35618046875,96.49,99.93
140,1.2148220369449028,0.334733203125,96.16,99.88
141,1.252600087110813,0.281084765625,96.29,99.93
142,1.2452677813860087,0.335395703125,96.43,99.89
143,1.2153275375182813,0.320710546875,96.26,99.89
144,1.2541639262284987,0.271307421875,96.03,99.84
145,1.2339446688309694,0.3831140625,96.4,99.88
146,1.2274866804098472,0.2819078125,96.4,99.87
147,1.2155520659226637,0.341540625,96.36,99.88
148,1.2429998515508114,0.348831640625,96.58,99.91
149,1.2243049919605256,0.342067578125,96.37,99.9
150,1.2300936405475322,0.344265625,96.53,99.81
151,1.2136747921124482,0.3171828125,96.1,99.88
152,1.2412002532910078,0.2995607421875,96.3,99.87
153,1.205739813278883,0.317991015625,96.44,99.91
154,1.2359549933519118,0.330345703125,96.69,99.88
155,1.222847049205731,0.3054201171875,96.33,99.85
156,1.2407215109238259,0.305229296875,96.58,99.89
157,1.2109740413152255,0.31798046875,96.67,99.85
158,1.2347780304077345,0.3304158203125,96.44,99.88
159,1.1677268822987874,0.330614453125,96.12,99.77
160,1.2037255557683797,0.307034765625,96.4,99.9
161,1.1893331929659232,0.3202796875,96.7,99.84
162,1.206592573875036,0.3142021484375,96.51,99.88
163,1.2129118314156166,0.326188671875,96.73,99.86
164,1.210542769004137,0.313882421875,96.72,99.91
165,1.1956562214936965,0.3306359375,96.85,99.91
166,1.1977371365596086,0.3305984375,96.83,99.9
167,1.2122013562764877,0.31670078125,96.87,99.86
168,1.2053243241248988,0.357372265625,96.58,99.9
169,1.1773475779936864,0.377864453125,96.4,99.84
170,1.2056826846721844,0.30733359375,96.82,99.91
171,1.2083205051911183,0.3633359375,96.87,99.91
172,1.1841637805486336,0.326633203125,96.56,99.82
173,1.1876329804078127,0.3112,96.76,99.89
174,1.201818335056305,0.3320140625,96.74,99.88
175,1.1783640482486823,0.301137890625,96.94,99.86
176,1.2134141380970294,0.3065060546875,96.7,99.86
177,1.2197010061679743,0.300315625,96.48,99.86
178,1.1946059954472077,0.29323125,96.83,99.88
179,1.1677551306211031,0.291287890625,96.62,99.86
180,1.183024777357395,0.3080015625,96.75,99.8
181,1.1798469204169053,0.32414375,96.86,99.89
182,1.1733636882060614,0.32342265625,96.75,99.97
183,1.1761525799066592,0.34638046875,96.75,99.88
184,1.172398175031711,0.328411328125,97.01,99.86
185,1.1665001681217781,0.32529375,96.5,99.85
186,1.1821651432758722,0.33449921875,96.79,99.87
187,1.1909274785946578,0.3061689453125,96.94,99.86
188,1.1799821046682504,0.311048046875,96.48,99.82
189,1.1744485619740608,0.349816796875,97.04,99.85
