epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.294757655950693,2.1896875,21.73,75.32
1,2.181864137221605,1.6730171875,43.18,89.21
2,2.0488769641289344,1.38545,55.51,94.68
3,1.9346383791703445,1.1891765625,62.39,96.22
4,1.8958778436367327,1.0618296875,67.75,97.42
5,1.8653879963434659,1.0329359375,68.74,96.36
6,1.8191659221282372,0.95648046875,72.87,97.68
7,1.7729890924233658,0.9103671875,75.09,97.75
8,1.7430265166820624,0.8835359375,75.39,98.24
9,1.710495514441759,0.83178359375,78.99,98.45
10,1.70812839391904,0.75552578125,79.81,98.72
11,1.6806274401835906,0.7037546875,81.38,98.64
12,1.6738355758862618,0.79811171875,79.75,98.78
13,1.6673172421944447,0.720571875,82.74,99.2
14,1.6513611521476355,0.72138359375,83.48,99.12
15,1.6199801249381824,0.69122734375,84.44,99.13
16,1.6176330988223737,0.63205390625,82.63,99.14
17,1.5695521308825566,0.58193359375,86.8,99.32
18,1.5824276786584122,0.624075,85.11,99.34
19,1.5687812574398823,0.59903984375,87.78,99.23
20,1.555318226569738,0.56115,87.09,99.38
21,1.5582082497767913,0.65049765625,86.78,99.37
22,1.5616291934098954,0.5751390625,87.5,99.49
23,1.5489848989706774,0.5788078125,87.22,99.33
24,1.5374361409590795,0.5286234375,89.15,99.59
25,1.5430893633610163,0.58842890625,89.11,99.49
26,1.526419683908805,0.561463671875,89.29,99.54
27,1.4794879681024795,0.53144375,90.01,99.66
28,1.5255973741030082,0.545963671875,89.21,99.36
29,1.4976021393751486,0.50455546875,90.99,99.61
30,1.5257666277579771,0.4838734375,90.7,99.68
31,1.4989613071466104,0.50503046875,90.17,99.63
32,1.467876109862939,0.481241796875,91.45,99.63
33,1.481408483401323,0.529540234375,90.75,99.66
34,1.485503631983048,0.4790328125,90.93,99.54
35,1.4582302778195113,0.467126953125,91.05,99.68
36,1.4639565830047314,0.47242265625,91.33,99.76
37,1.4667214943812443,0.53547578125,90.85,99.68
38,1.4365000914304684,0.5030671875,92.05,99.76
39,1.4439509874735124,0.44045703125,91.94,99.63
40,1.4534526647665562,0.5144765625,91.86,99.64
41,1.4466901436830177,0.486072265625,91.8,99.8
42,1.4434523958426255,0.499909375,92.25,99.68
43,1.422617317468692,0.47243203125,92.17,99.7
44,1.429314257701238,0.4731703125,91.95,99.76
45,1.4095255605685406,0.468678125,92.0,99.76
46,1.4153063933054606,0.44315703125,91.83,99.71
47,1.4214785846380087,0.428979296875,92.87,99.78
48,1.4076926089250124,0.477960546875,92.68,99.77
49,1.4188525892221011,0.501472265625,92.37,99.77
50,1.4112822191837506,0.46127265625,93.06,99.8
51,1.409927804959126,0.44076875,93.29,99.78
52,1.3964510171841353,0.470262890625,93.08,99.76
53,1.3925263637151473,0.429478125,92.2,99.7
54,1.3647804121176401,0.435984375,92.68,99.83
55,1.3857555224345282,0.437488671875,92.93,99.85
56,1.3777382609171744,0.39144765625,93.48,99.78
57,1.4023144616530492,0.444352734375,93.27,99.8
58,1.3767613796087412,0.458225390625,93.45,99.86
59,1.3792461633682251,0.42867421875,93.02,99.78
60,1.3741108319698236,0.427024609375,93.14,99.79
61,1.3904871532550225,0.382858203125,94.09,99.87
62,1.3594757627218197,0.370487890625,94.37,99.82
63,1.3704663993456425,0.451533203125,94.3,99.83
64,1.3632783448084806,0.392863671875,94.27,99.81
65,1.368971272615286,0.4127296875,93.74,99.81
66,1.3454631279676388,0.41925625,94.0,99.78
67,1.3388758766345488,0.410941796875,93.83,99.78
68,1.3586309909820558,0.462508203125,93.34,99.8
69,1.3809459750468915,0.3725796875,94.34,99.83
70,1.3528087016863701,0.419694140625,94.38,99.88
71,1.3734025582289084,0.36363515625,94.7,99.88
72,1.327642820431636,0.3996984375,94.34,99.77
73,1.3498249475772564,0.3816921875,93.84,99.74
74,1.341555670591501,0.38309140625,94.32,99.95
75,1.3444044848283132,0.38036796875,94.61,99.87
76,1.3414144567954234,0.3853375,93.99,99.87
77,1.3401263580872462,0.399589453125,94.25,99.86
78,1.3259228828625802,0.3358671875,94.65,99.83
79,1.332615449031194,0.365601171875,94.48,99.81
80,1.3248350291680067,0.47049140625,93.93,99.82
81,1.316171240959412,0.390738671875,94.52,99.85
82,1.3319399106196868,0.3353625,94.65,99.86
83,1.3431711721114623,0.437063671875,94.6,99.75
