epoch,train_loss,eval_loss,eval_top1,eval_top5
0,5.9958712714059015,5.986328615940511,0.3016338500209468,1.692501047339757
1,5.947332778304973,5.7179572947214075,1.5249266862170088,6.0075408462505235
2,5.787821292877197,5.103578629032258,5.085881855281068,18.123167142001066
3,5.564849564638087,4.655274173910767,9.669040633905968,28.202764971205315
4,5.434827928189878,4.359324433127356,14.14327607748146,36.64851277179183
5,5.301934273785384,3.9208270056556347,21.893590279728187,49.023879338789044
6,5.1708060257018555,3.664959121020109,25.61374108866263,52.961876827091366
7,5.064902569251085,3.3201675907258066,30.439882686440797,59.75701717253654
8,4.950565560154184,2.910133912206745,39.388353582541214,68.40385420647036
9,4.825330939873186,3.011966102194177,38.59237535122703,65.99078340438504
10,4.717908822670185,2.4627765631545873,49.89526601854507,76.59824046729048
11,4.598079083457826,2.2703891685431503,54.32760786832403,79.13699203638238
12,4.49519070683333,2.067253040558232,58.248847914760866,81.79304566017794
13,4.365023365727177,1.9206060824256388,62.354419764185934,84.28990364282461
14,4.2525940092783125,1.6875092869580017,67.06325931365289,86.57729367406787
15,4.232570694867896,1.614115521575199,69.76958524386754,88.75576036482812
16,4.100583830207744,1.5736850567527232,69.56849601435572,88.19438625506692
17,4.000638901871979,1.4821187601461039,74.21030582320905,90.62421449518224
18,3.995483729574415,1.2437595324282573,77.65395893661058,91.87264348554672
19,3.934217169171288,1.2750645177655007,78.07289484133518,92.40050272116564
20,3.9318032680995882,1.1526000618585044,78.85211562055596,93.14620862816186
21,3.8124621784876265,1.0915679739866988,80.71219102901847,93.97570171380173
22,3.717389635938816,1.0260388301214913,82.76497695468987,94.52031839128614
23,3.717210610076864,1.2431394745627355,81.09761206343626,93.72434017595307
24,3.6090325873995583,0.9431578030084834,84.50775031420193,95.28278173439463
25,3.6820381104000033,0.9970682669145371,83.57771260997067,95.18223711772099
26,3.5853598168287326,1.1126478549172603,83.8709677381,95.3414327607876
27,3.5332149942085227,0.9619161080854629,85.27021365155723,95.5509007102733
28,3.554957644333915,0.8775301846590909,86.6527021365731,96.29660661918726
29,3.426769359401925,0.9849839912481672,86.61080854629242,96.22119815668202
30,3.446111766118852,0.9536992776628613,87.6916631736164,96.81608713866778
31,3.449271370178808,0.8001816070773984,88.57142857142857,96.82446585672392
32,3.4405477602015098,0.9292905950526288,88.01843317780576,96.95852534562212
33,3.4072689221649575,0.8625524897229786,88.71386677646517,97.05906996229577
34,3.3453153617798335,0.8468466890971932,88.92333472595087,97.05906996229577
35,3.3930371810519504,0.8828783269401969,88.95684960201089,97.07582739840804
36,3.395847194409244,0.8374053303047758,89.53498114788438,97.23502304147465
37,3.308703884876594,0.8479928510879242,89.97067448488578,97.36070381231671
38,3.2348018231846036,0.8394364739343319,90.52366987850858,97.72098868873063
39,3.258505120479241,0.7793286633980938,90.5571847488154,97.62882278819538
40,3.204750987903151,0.9393780111018014,90.2806870548806,97.66233766233766
41,3.1909992483557845,0.7598974016155216,91.11018014243821,97.78801843317973
42,3.221773786204202,0.783895432944072,91.0515291141275,97.77126099706744
43,3.176613356385912,0.6941231147884374,91.47884373499052,98.05613741097612
44,3.090002905124079,0.6794013839613008,91.97318810222036,98.07289484708839
45,3.1664378113216824,0.8686441614081483,91.09342270632594,97.82153330540427
46,3.1522289237017356,0.8238007141547968,91.65479681225166,97.88856304793563
47,3.1315968629544373,0.7201862669210829,91.92291579388353,98.1650607457059
48,3.090128032934098,0.5633440085620025,92.41726015919565,98.29074151654797
49,3.1057594144155107,0.729751281354734,92.48428990172701,98.22371177018113
50,3.087356290173909,0.7664876438455698,92.33347297863426,98.34939254294093
51,3.0881437501579367,0.6609741568914956,92.38374528505335,98.3410138248848
52,3.0150469913684503,0.744790507501571,92.64348554479362,98.41642228739003
53,2.9787955003440696,0.6999222882082635,92.79430247172182,98.35777126099707
54,3.04856701565798,0.7697978716092375,92.80268118977797,98.42480100544617
55,2.865288519670093,0.6853397390160243,93.12945119396733,98.59237536656892
56,2.954936040772332,0.674210199452765,93.0121491411814,98.48345203183914
57,2.822328491185708,0.6888870296789904,92.86971093422706,98.32425638877251
58,2.8918079670774874,0.7080573974916213,93.24675324675324,98.56723921240051
59,2.8601617166604947,0.7261352590202137,93.65731043150397,98.59237536656892
60,2.7667572397403615,0.7155414173779849,93.3556765795653,98.60075408462505
61,2.91424865445132,0.6701959834520318,93.32216170925848,98.48345203183914
62,2.833596435804216,0.5779194186609761,93.8165060745706,98.65940511101802
63,2.8645055927927534,0.6713479139937684,93.59865940319328,98.56723921240051
64,2.838445827443764,0.7640067373402807,93.43946376204441,98.51696690406368
65,2.8217314573192094,0.6243233816964285,93.45622119815668,98.50020946795141
66,2.7882593028129095,0.6872471247250733,94.00083787180562,98.6342689568496
67,2.7637170064386236,0.7058320868899246,94.07624633431085,98.81022203602849
68,2.7557523534411477,0.6140564041553205,94.06786761433698,98.73481357352325
69,2.7390334864772816,0.6499514378011102,93.95056556346879,98.67616254713029
70,2.798128035018053,0.6307165113112694,94.25219940965427,98.6342689568496
71,2.7304112939607528,0.7196407297339757,94.03435274403016,98.77670716380393
72,2.726329687411192,0.6211758802563364,94.1851696671229,98.74319229157939
73,2.7290862804998164,0.6385559107601069,94.16003351487223,98.81860075408463
74,2.6422265194080494,0.5948638008287076,94.85546711353163,98.93590280687054
75,2.6997890977001693,0.6569319981933389,94.34436531018952,98.8604943443653
76,2.7338908343088058,0.6571025591092375,94.62924172601592,98.902387934646
77,2.7211725535216154,0.5961054507488479,94.3778801843318,98.7683284457478
78,2.6658454474317965,0.5312154705173858,94.61248428990365,98.89400921658986
79,2.570330804933316,0.5666388330671345,94.61248428990365,98.94428152492668
80,2.61397808979428,0.48586651818443655,94.93087557411913,98.92752408881441
81,2.6430328854177363,0.5612119562015605,94.52869710934227,98.78508588186007
82,2.614754878654682,0.5956934289249057,94.72978634077184,98.91076665270214
83,2.6397964137571828,0.5525237819765919,94.69627146854728,98.91076665270214
84,2.6956478596995117,0.513187623553362,94.83870967550162,98.8604943443653
85,2.659032757320101,0.6110426635486489,94.83870967741936,98.91914537075827
86,2.617524513491878,0.5312009059488898,95.19899454999779,98.95266024298283
87,2.606184451983719,0.5102807443312736,95.13196480938416,98.84373690825304
88,2.581296248726113,0.5503944707006703,94.98952660242983,98.99455383326351
89,2.574174704059722,0.5567041608844784,95.19061583385938,98.96103896103897
90,2.5359187889351418,0.46574321438390237,95.09007121718574,99.0364474235442
91,2.5393363997419045,0.6142615763772518,94.74654377880184,98.8772517804776
92,2.5376875053637873,0.5180279901550063,95.29953916858918,99.00293255131965
93,2.575056002884315,0.5607254955226225,95.11520737135416,98.95266024298283
94,2.5364481258013893,0.599976721237432,94.9476330102314,98.84373690825304
95,2.573238668618379,0.5542119422915794,95.21575198611006,99.01968998551419
96,2.5602350534585416,0.557393625464757,95.30791788856305,99.05320485965647
97,2.480042538945637,0.5466591089102429,95.44197737170803,99.13699204021785
98,2.4952153740105807,0.6386713022360704,95.2744030163385,99.00293255131965
99,2.4843297644897744,0.4951287246020109,95.53414327607877,99.07834101382488
100,2.4639070601690385,0.5074160450814307,95.32467532467533,98.88563049853373
101,2.4530245226527017,0.6169718952922078,95.30791788856305,99.02806870548807
102,2.5093820022527504,0.5859596536905635,94.99790532048597,99.04482614160034
103,2.504318668728783,0.5378063468789275,95.13196480938416,98.98617511520737
104,2.4711960689731374,0.5580642297470675,95.11520737327189,99.12023460410558
105,2.45503462906237,0.43520853516443236,95.01466275659824,99.05320485965647
106,2.4646885533812184,0.5295877367969732,95.55927943024717,99.10347716799329
107,2.5002200754861983,0.6663619835305823,94.98952660242983,98.9694176790951
108,2.453586843278673,0.4603414573078132,95.09844993715961,99.06996229576875
109,2.4251292931339727,0.5158114142032363,94.94763301214914,98.93590280687054
110,2.36917022832487,0.5067172935431504,95.366568914956,99.01968998743192
111,2.443801620019176,0.4838150005236699,95.84415584415585,98.9694176790951
112,2.409863185945642,0.5127954643642648,95.35819019689987,99.04482614160034
113,2.3948471943537393,0.4383190933310641,95.50062840193647,98.98617511520737
114,2.4046767417085233,0.5578157320250314,95.50900712191034,98.99455383326351
115,2.403910814138947,0.5572286080854629,95.4335986594051,99.04482614160034
116,2.4392468043105313,0.5237933705029849,95.49224968388033,99.07834101382488
117,2.358944937350258,0.5574163110075409,95.66820276497695,99.09509844993715
118,2.371781277278113,0.4816744794394114,95.70171763720151,99.13699204021785
119,2.3834548548415855,0.53983575176084,95.60117302052785,99.02806870548807
120,2.380360378790154,0.5501376269899455,95.29953917050692,98.93590280687054
121,2.3680835930758684,0.5508013376492459,95.91956430474335,99.10347716799329
122,2.3501996839487993,0.5081635224654378,95.50062840001874,99.08671973188102
123,2.3486362184797014,0.5355038154260054,95.67658148303309,99.16212819438626
124,2.3891137305390897,0.5690816916828132,95.8357771260997,99.12861332216171
125,2.3159244874167064,0.5080939725596983,95.75198994553833,98.98617511520737
126,2.370521583885112,0.48044453026811895,95.77712609970675,99.08671973188102
